	cre	collection_date	sequencing_type	total_reads	all_mapped_percent	mRNA_percent	genome_percent	ercc_percent	tdt_permillion	BICCN_class_label	BICCN_cluster_label	major_dissection	layer_dissectoin	color_code	short_name	BICCN_ontology_term_id	assay_ontology_term_id	disease_ontology_term_id	tissue_ontology_term_id	cell_type_ontology_term_id	self_reported_ethnicity_ontology_term_id	development_stage_ontology_term_id	sex_ontology_term_id	is_primary_data	organism_ontology_term_id	donor_id	suspension_type	tissue_type	cell_type	assay	disease	organism	sex	tissue	self_reported_ethnicity	development_stage	observation_joinid
Y01211529	Pvalb	12/23/2014	hiseq_020215	6571951	92.17	56.66	26.61	0.74	171.6	Inhibitory	Pvalb	V1	lower	54	Y1928_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	0j>Gq72a<7
Y01211530	Pvalb	12/23/2014	hiseq_020215	7046680	92.2	56.44	27.23	1.43	146.7	Inhibitory	Pvalb	V1	lower	54	Y1929_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	HX433We<H>
Y01211531	Pvalb	12/23/2014	hiseq_020215	6453176	92.2	53.28	31.47	1.18	125.4	Inhibitory	Pvalb	V1	lower	54	Y1930_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	6FDD{h%3~+
Y01211532	Pvalb	12/23/2014	hiseq_020215	11385819	91.5	56.95	26.69	0.72	156.0	Inhibitory	Pvalb	V1	lower	54	Y1931_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	RWvX(A-9jA
Y01211533	Pvalb	12/23/2014	hiseq_020215	7343813	87.62	54.67	24.73	1.27	67.4	Inhibitory	Pvalb	V1	lower	54	Y1932_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	=0)Q3=}g3y
Y01211534	Pvalb	12/23/2014	hiseq_020215	5109022	90.88	52.77	30.93	1.28	74.4	Inhibitory	Pvalb	V1	lower	54	Y1933_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	srEtX`QF<!
Y01211535	Pvalb	12/23/2014	hiseq_020215	5321402	91.85	55.44	28.33	1.03	196.0	Inhibitory	Pvalb	V1	lower	54	Y1934_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	k)0{ntPWYl
Y01211536	Pvalb	12/23/2014	hiseq_020215	5210364	91.13	54.23	28.93	1.79	182.7	Inhibitory	Pvalb	V1	lower	54	Y1935_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Sgk57TEtL!
Y01211537	Pvalb	12/23/2014	hiseq_020215	6898624	89.7	52.83	29.11	1.26	183.9	Inhibitory	Pvalb	V1	lower	54	Y1936_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Y@Ly238r0&
Y01211538	Pvalb	12/23/2014	hiseq_020215	7809012	92.04	54.82	28.84	1.55	135.9	Inhibitory	Pvalb	V1	lower	54	Y1937_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	hUH*3u?d_s
Y01211539	Pvalb	12/23/2014	hiseq_020215	8340835	92.83	56.05	29.61	0.93	148.9	Inhibitory	Pvalb	V1	lower	54	Y1938_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	+H*s*v(hez
Y01211540	Pvalb	12/23/2014	hiseq_020215	7145482	92.76	58.28	26.25	0.92	145.1	Inhibitory	Pvalb	V1	lower	54	Y1939_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	7SL;tbskWK
Y01211541	Pvalb	12/23/2014	hiseq_020215	7225644	90.32	53.44	29.85	0.84	96.2	Inhibitory	Pvalb	V1	lower	54	Y1940_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	%l`hLRea^@
Y01211542	Pvalb	12/23/2014	hiseq_020215	7227345	92.67	55.56	28.16	0.57	94.1	Inhibitory	Pvalb	V1	lower	54	Y1941_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	nwkXdI~vS0
Y01211543	Pvalb	12/23/2014	hiseq_020215	6245717	92.96	54.69	30.7	1.0	88.7	Inhibitory	Pvalb	V1	lower	54	Y1942_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	_$l2z=(BMb
Y01211544	Pvalb	12/23/2014	hiseq_020215	5005017	91.79	52.76	32.14	1.34	181.2	Inhibitory	Pvalb	V1	lower	54	Y1943_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	?OB4l%?Dtt
Y01211545	Pvalb	12/23/2014	hiseq_020215	7961574	89.26	50.92	29.56	1.83	130.8	Inhibitory	Pvalb	V1	lower	54	Y1944_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	(xPTEz5PCT
Y01211546	Pvalb	12/23/2014	hiseq_020215	5676661	90.7	50.85	32.02	1.92	77.0	Inhibitory	Pvalb	V1	lower	54	Y1945_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	5BnaVxv4mQ
Y01211547	Pvalb	12/23/2014	hiseq_020215	6018038	90.69	57.32	24.8	1.2	179.8	Inhibitory	Pvalb	V1	lower	54	Y1946_VL	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	169192	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	bY`kwamqe5
