sample_id	cell_id	cell_type	cell_type_uri
1203517	L5_IT.17_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.11_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L2/3_IT.5_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.18_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.37_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.38_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.39_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L2/3_IT.6_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.19_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.40_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.20_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.12_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L5_IT.21_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.41_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.13_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6b.14_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6_CT.1_sc42	L5 extratelencephalic projecting glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023041
1203517	L6_IT.42_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.43_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_CT.2_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6_IT.44_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.45_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.46_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.22_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.23_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5/6_NP_sc42	near-projecting glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023012
1203517	L5_IT.24_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.47_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.48_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.49_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.50_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L2/3_IT.7_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_CT.3_sc42	near-projecting glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023012
1203517	L2/3_IT.8_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.51_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.52_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.25_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	PC_sc42	endothelial cell	http://purl.obolibrary.org/obo/CL_0000115
1203517	L6b.15_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6_IT.53_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	PC.1_sc42	endothelial cell	http://purl.obolibrary.org/obo/CL_0000115
1203517	L6_IT.54_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT_Car3.2_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.16_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6_IT.55_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.26_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_CT.4_sc42	L6 corticothalamic-projecting glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023042
1203517	L6_IT.56_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.27_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.28_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.57_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.29_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.30_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.17_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6_IT.58_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L2/3_IT.9_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_CT.5_sc42	L6 corticothalamic-projecting glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023042
1203517	L6_IT.59_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L4_IT_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.31_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L2/3_IT.10_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.18_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6_IT.60_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.19_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L2/3_IT.11_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.32_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.61_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.33_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.62_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.63_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.34_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.64_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_ET_sc42	L5 extratelencephalic projecting glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023041
1203517	L2/3_IT.12_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.65_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_CT.6_sc42	L6 corticothalamic-projecting glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023042
1203517	L6_IT.66_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.67_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.20_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6_IT.68_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.35_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.21_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6_IT.69_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.70_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.71_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.72_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.73_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.74_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT_Car3.3_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.75_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.22_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6_IT.76_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	Sst_sc42	sst GABAergic cortical interneuron	http://purl.obolibrary.org/obo/CL_4023017
1203517	L5_ET.1_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	Sst.1_sc42	sst GABAergic cortical interneuron	http://purl.obolibrary.org/obo/CL_4023017
1203517	L6_IT.77_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L2/3_IT.13_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.23_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6_CT.7_sc42	L6 corticothalamic-projecting glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023042
1203517	L6b.24_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L5_IT.36_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.37_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.38_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.25_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6_IT.78_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L2/3_IT.14_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.79_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.80_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT_Car3.4_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.26_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L5/6_NP.1_sc42	near-projecting glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023012
1203517	L6_IT.81_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.39_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.82_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.83_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.84_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.85_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L2/3_IT.15_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.86_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L2/3_IT.16_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.40_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L4_IT.1_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.87_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT_Car3.5_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.41_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L5_IT.42_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L2/3_IT.17_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.27_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L5/6_NP.2_sc42	near-projecting glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023012
1203517	L6_IT.88_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.89_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_CT.8_sc42	L6 corticothalamic-projecting glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023042
1203517	L5/6_NP.3_sc42	near-projecting glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023012
1203517	L2/3_IT.18_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.90_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L2/3_IT.19_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.91_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.92_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6b.28_sc42	L6b glutamatergic cortical neuron	http://purl.obolibrary.org/obo/CL_4023038
1203517	L6_IT.93_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.94_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.95_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L6_IT.96_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
1203517	L2/3_IT.20_sc42	L2/3-6 intratelencephalic projecting glutamatergic neuron	http://purl.obolibrary.org/obo/CL_4023040
